,Instance,n_N,n_B,k,wL,Lazy,A4,Init,Gap,Runtime,NodeCount,ObjVal,Runtime_h,Runtime_h2,Gap_h,Gap_h2
0,0,10,100,1,50,False,True,True,0.0067730691693951295,4.791690111160278,441.0,891.6452470369491,0.029869794845581,0.913701057434082,7.975484523442688,5.142872852569056
1,0,10,10,1,50,False,False,True,0.009016089258307231,2.039215087890625,1.0,589.6800939143546,0.0089600086212158,0.2768909931182861,46.520632435953296,41.305808370786465
2,0,10,20,1,50,False,False,True,0.009682933615582928,646.0139219760895,469551.0,617.900579016354,0.011470079421997,2.458838939666748,34.98862978366562,32.878299887751474
3,0,10,50,1,50,False,False,True,0.01247233902736,3600.0,872561.0,698.8092822275777,0.0193629264831542,171.6040370464325,26.45870345695814,0.0
4,0,10,100,1,50,False,True,True,0.0067730691693951295,5.297929048538208,441.0,891.6452470369491,0.0355520248413085,0.90386700630188,7.975484523442688,5.142872852569056
5,0,10,10,1,50,False,False,True,0.009016089258307231,2.0249509811401367,1.0,589.6800939143546,0.0074989795684814,0.3444938659667969,36.38261993386958,34.280925471282806
6,0,10,20,1,50,False,False,True,0.004479228700920712,13.123608112335203,2215.0,597.5181788681928,0.0122342109680175,11.482576847076416,39.00713057972519,21.624825021495393
7,0,10,50,1,50,False,False,True,0.02836836520849,3600.0,657870.0,668.9848465214009,0.0213191509246826,148.33878421783447,27.806759614507424,8.427596300248927
8,0,10,100,20%,50,False,True,True,7.399536030694294e-05,9.92572021484375,2161.0,781.530992458011,0.4663732051849365,1.2047679424285889,6.543847658194295,3.006571117018318
9,0,10,10,20%,50,False,False,True,4.23346387569526e-05,11.336930990219116,3293.0,443.771599134181,0.0038888454437255,0.8384931087493896,57.255029460501746,38.49348171411442
10,0,10,20,20%,50,False,False,True,0.005685128459545224,59.03077697753906,5013.0,457.1289574399266,0.0360400676727294,43.65336298942566,44.955551635420974,3.086508010432377
11,0,10,50,20%,50,False,False,True,0.009854634931707532,227.7546088695526,39488.0,481.82686876865887,0.072732925415039,79.89700984954834,42.73121145257864,9.59497435632899
12,0,20,100,1,50,False,True,True,0.0028838040046015472,59.11484408378601,4943.0,2390.447799686801,0.1511671543121338,2.428140163421631,3.5889130705793146,2.1673711580315396
13,0,20,10,1,50,False,False,True,0.09001438667291001,3600.0,1231522.0,1317.1713549891824,0.041853904724121,144.69464993476868,37.35344979490058,0.0
14,0,20,20,1,50,False,False,True,0.005767046981776694,580.845694065094,55939.0,1464.273409693306,0.0495970249176025,42.90096092224121,28.011939153049397,4.4482452674810515
15,0,20,50,1,50,False,False,True,0.32114314833653,3600.0,129760.0,1560.1046643538516,0.1607608795166015,,19.160767581467223,19.160767581467223
16,0,20,100,10%,50,False,True,True,7.284750102702912e-06,217.78565502166748,2336.0,1766.86141466765,1.504438877105713,2.6100690364837646,4.878863502729132,2.988503416179808
17,0,20,10,10%,50,False,False,True,8.994939154022373e-05,172.1576910018921,29279.0,927.9298420713284,0.2235081195831298,9.982728958129885,49.015894631816764,47.989514413035685
18,0,20,20,10%,50,False,False,True,0.0017056730055573907,574.0344078540802,42531.0,969.4633588214838,0.6699521541595459,,39.25229920692879,39.25229920692879
19,0,20,50,10%,50,False,False,True,,3600.0,,1593.8582634886525,0.4517810344696045,,0.0,0.0
20,0,20,100,25%,50,False,True,True,0.0,95.25135898590088,4868.0,1369.0492971736876,7.741468906402588,3.07161808013916,4.842840610304371,2.0101461889247667
21,0,20,10,25%,50,False,False,True,0.0026939670168105887,252.6180899143219,37359.0,722.530448197415,0.0144999027252197,8.90259599685669,54.91810581862748,53.626874848710514
22,0,20,20,25%,50,False,False,True,0.006591082331438272,1173.0937850475311,174034.0,723.2778268322746,0.2115020751953125,,49.72551330190094,49.72551330190094
23,0,20,50,25%,50,False,False,True,0.00866326419071376,3426.582320213318,200888.0,774.2418655555542,2.9111649990081787,41.19806718826294,50.402824409031865,48.77318411237009
24,0,30,100,1,50,False,True,True,0.0,201.1035599708557,8158.0,3582.7771749712383,0.3669250011444092,6.996104001998901,1.5569829440474339,1.5569829440474339
25,0,30,10,1,50,False,False,True,0.0002969033755906288,439.2845649719238,31428.0,1962.605746982308,0.2593040466308594,,29.71546755275691,29.71546755275691
26,0,30,20,1,50,False,False,True,0.009850739258957335,1803.746747970581,65915.0,2054.816129383204,0.2434830665588379,138.94390606880188,27.16084581515538,16.22127504019824
27,0,30,50,1,50,False,False,True,,3600.0,,2740.5253666538392,0.4205169677734375,,0.0,0.0
28,0,30,100,10%,50,False,True,True,2.140028883980791e-05,546.5283770561218,19907.0,2502.346790083151,100.00492811203004,4.720753908157349,2.861953385953724,2.2250741000912364
29,0,30,10,10%,50,False,False,True,0.002640742813737674,548.746190071106,24809.0,1408.2530996750531,1.0473010540008545,,45.696943662053584,45.696943662053584
30,0,30,20,10%,50,False,False,True,0.00011434453826261988,2228.78089094162,94037.0,1410.4251755299993,7.9401280879974365,,38.63064739064035,38.63064739064035
31,0,30,50,10%,50,False,False,True,,3600.0,,2286.8943977277254,5.337747097015381,,0.0,0.0
32,0,30,100,23%,50,False,True,True,1.2836150079817713e-05,561.4047667980194,29625.0,2072.204459003522,14.110018014907835,4.665103912353516,0.9920589038039617,0.11133460653857054
33,0,30,10,23%,50,False,False,True,0.001337558480301934,514.3891341686249,75663.0,1105.1224682053148,0.0374670028686523,,54.14913120877757,54.14913120877757
34,0,30,20,23%,50,False,False,True,0.009097420987874062,1753.1442449092865,67552.0,1162.529715994891,0.6210660934448242,,46.19821527334784,46.19821527334784
35,0,30,50,23%,50,False,False,True,1.9445800199983598,3600.0,64787.0,1274.4149312740103,5.45079493522644,,37.56070025649795,37.56070025649795
36,0,50,100,1,50,False,True,True,0.00420165334632202,399.1850578784943,2753.0,6098.245221649683,2.5561139583587646,35.905637979507446,0.5631855401940093,0.5309188879967538
37,0,50,10,1,50,False,False,True,,3600.0,,4737.789401797598,1.6647779941558838,,0.0,0.0
38,0,50,20,1,50,False,False,True,,3600.0,,4650.361670938675,1.0944581031799316,,0.0,0.0
39,0,50,50,1,50,False,False,True,,3600.0,,5102.243825355885,1.4365220069885254,,0.0,0.0
40,0,50,100,10%,50,False,True,True,12.99108660794934,3600.0,47609.0,3823.2402758261046,100.0071930885315,15.096370935440063,5.948511085806449,5.346120630177417
41,0,50,10,10%,50,False,False,True,,3600.0,,3753.99563390188,10.50967001914978,,0.0,0.0
42,0,50,20,10%,50,False,False,True,,3600.0,,3613.330433422185,100.00816106796265,,0.0,0.0
43,0,50,50,10%,50,False,False,True,,3600.0,,3534.552515363229,100.01248908042908,,0.0,0.0
44,0,50,100,24%,50,False,True,True,1.9584641193666998,3600.0,67047.0,3143.005149577414,100.009526014328,14.873502016067505,1.8980756166955008,1.026628938614335
45,0,50,10,24%,50,False,False,True,0.03506071501815,3600.0,143935.0,1637.1199805704475,0.1332089900970459,,55.1679858181908,55.1679858181908
46,0,50,20,24%,50,False,False,True,,3600.0,,3228.434481255519,4.428117036819458,,0.0,0.0
47,0,50,50,24%,50,False,False,True,,3600.0,,3149.05350952365,16.961132049560547,,0.0,0.0
48,0,80,100,1,50,False,True,True,0.69775413722915,3600.0,73110.0,11943.78125958964,4.95805287361145,33.829692125320435,3.372765431834547,3.249752342377814
49,0,80,10,1,50,False,False,True,,3600.0,,7553.58469389386,11.694981813430786,,0.0,0.0
50,0,80,20,1,50,False,False,True,,3600.0,,7824.235661795536,3.4042389392852783,,0.0,0.0
51,0,80,50,1,50,False,False,True,,3600.0,,8218.818308481324,5.595608949661255,,0.0,0.0
52,0,80,100,10%,50,False,True,True,35.17144803718833,3600.0,5816.0,6393.064213209096,100.01999616622923,,0.0,0.0
53,0,80,10,10%,50,False,False,True,,3600.0,,5485.784823529925,10.187628030776978,,0.0,0.0
54,0,80,20,10%,50,False,False,True,,3600.0,,5226.001555125761,100.02739715576172,,0.0,0.0
55,0,80,50,10%,50,False,False,True,,3600.0,,5251.860079200993,100.05936193466188,,0.0,0.0
56,0,80,100,25%,50,False,True,True,3.24631103909259,3600.0,43577.0,4831.27627590398,100.01874494552612,26.843537092208862,1.5614916914305912,1.1297445680265212
57,0,80,10,25%,50,False,False,True,,3600.0,,5405.433997511398,0.4088859558105469,,0.0,0.0
58,0,80,20,25%,50,False,False,True,,3600.0,,5059.068386729119,21.98248696327209,,0.0,0.0
59,0,80,50,25%,50,False,False,True,,3600.0,,4798.06870582189,50.60187816619873,,0.0,0.0
60,1,10,100,1,50,False,True,True,0.0005817948198650049,5.086127042770386,792.0,985.2713517468338,0.0298399925231933,1.0082859992980957,5.039360261343003,3.0280129231099053
61,1,10,10,1,50,False,False,True,0.00015063994875797184,2.8767380714416504,1128.0,595.2971593590428,0.0077948570251464,0.3630409240722656,37.554505923131934,36.17027115137238
62,1,10,20,1,50,False,False,True,0.006043913258540262,9.903398036956789,2066.0,644.7140015117412,0.0114870071411132,2.67603087425232,33.33425933601615,31.736991794323448
63,1,10,50,1,50,False,False,True,0.002884984476753228,50.57871508598328,4094.0,725.3089044786667,0.0263919830322265,26.53514194488525,26.858920934838242,26.858920934838242
64,1,10,100,1,50,False,True,True,0.0005817948198650049,5.098155975341797,792.0,985.2713517468338,0.0351068973541259,1.0092380046844482,5.039360261343003,3.0280129231099053
65,1,10,10,1,50,False,False,True,0.0007884030742026633,1.4455859661102295,1.0,673.6314629557498,0.0065441131591796,0.3036000728607178,24.931766935577095,23.08692405213876
66,1,10,20,1,50,False,False,True,0.0011507764623489025,33.58878707885742,7218.0,680.2008396517462,0.0105030536651611,0.6467440128326416,24.62875820839397,22.420936946731043
67,1,10,50,1,50,False,False,True,0.003526630500906031,34.495919942855835,819.0,650.931463279156,0.0174999237060546,46.70440888404846,29.72957870257216,11.57209690359463
68,1,10,100,20%,50,False,True,True,0.0,27.768584966659542,989.0,811.0424709876645,0.3414299488067627,1.1833128929138184,3.0006143543330244,0.9052300742305215
69,1,10,10,20%,50,False,False,True,0.00015511765965953655,8.053853034973145,2011.0,468.96569188471096,0.0155620574951171,0.7594959735870361,49.334446086734545,43.60987877403821
70,1,10,20,20%,50,False,False,True,0.004129908591865416,33.770087003707886,9160.0,478.5365407756954,0.0185980796813964,25.16620182991028,45.36010748453214,0.0
71,1,10,50,20%,50,False,False,True,0.0004873637427908711,49.17943811416626,13853.0,503.6834446344777,0.0275630950927734,4.455165147781372,38.30328434640099,36.622419558723465
72,1,20,100,1,50,False,True,True,7.123003825907647e-06,46.15973901748657,5305.0,1960.748399421175,0.1530900001525879,3.0275988578796387,7.525618950880981,6.655319171858839
73,1,20,10,1,50,False,False,True,0.00028546035646556206,59.955291986465454,5829.0,1142.368208506678,0.0423698425292968,36.36659288406372,43.16062103947094,0.0
74,1,20,20,1,50,False,False,True,0.0006488354552101883,456.1565918922424,78008.0,1186.0762407873708,0.0536360740661621,,31.93090350144393,31.93090350144393
75,1,20,50,1,50,False,False,True,0.01122101878071,3600.0,171058.0,1480.7249666599505,0.0945460796356201,,15.074489642599637,15.074489642599637
76,1,20,100,10%,50,False,True,True,0.00022144614271405816,165.48865413665771,4811.0,1675.1545518702944,2.6849849224090576,2.9172608852386475,4.352337757622506,3.174757503726711
