,Instance,n_N,n_B,k,wL,Lazy,A4,Gap,Runtime,NodeCount,ObjVal,Runtime_h,ObjVal_h
0,1,10,21,1,50,False,True,0.0,12.874192714691162,1255.0,985.2656837862361,,
1,1,10,21,1,50,True,True,3.487187160058905e-05,12.855244636535645,1698.0,979.858352478835,,
2,1,10,2,1,50,False,False,8.68499113649385e-10,0.870903730392456,1.0,250.00000021712478,,
3,1,10,5,1,50,False,False,7.320528479397401e-05,11.653493404388428,3895.0,361.4004690577839,,
4,1,10,10,1,50,False,False,2.7912288147085554e-05,21.963934183120728,2217.0,291.1163178554554,,
5,1,10,2,1,50,True,False,0.0,0.34619855880737305,1.0,250.0,,
6,1,10,5,1,50,True,False,0.0,0.6045935153961182,1.0,250.0,,
7,1,10,10,1,50,True,False,0.0,1.1079668998718262,1.0,250.0,,
8,1,10,21,1,50,False,True,0.0,12.058175086975098,1255.0,985.2656837862361,,
9,1,10,21,1,50,True,True,3.487187160058905e-05,12.80052638053894,1698.0,979.858352478835,,
10,1,10,2,1,50,False,False,5.582069203750486e-10,0.6340975761413574,1.0,250.00000013955173,,
11,1,10,5,1,50,False,False,1.6894412347606317e-07,4.242157220840454,1.0,336.6065282174278,,
12,1,10,10,1,50,False,False,1.4552496116685154e-06,64.37042450904846,15212.0,412.2289658706441,,
13,1,10,2,1,50,True,False,0.0,0.34638547897338867,1.0,250.0,,
14,1,10,5,1,50,True,False,0.0,0.7213759422302246,1.0,250.0,,
15,1,10,10,1,50,True,False,0.0,1.1131904125213623,1.0,250.0,,
16,1,10,21,2,50,False,True,1.946896050908621e-08,29.13924765586853,924.0,811.0424943364383,,
17,1,10,21,2,50,True,True,0.0,60.03361129760742,5257.0,807.5016887798258,,
18,1,10,2,2,50,False,False,3.2776279102279764e-10,2.5972750186920166,1230.0,250.0000000819407,,
19,1,10,5,2,50,False,False,1.339995831609239e-09,9.549265384674072,731.0,250.00000033499896,,
