,Instance,n_N,n_B,k,wL,Lazy,A4,Gap,Runtime,NodeCount,ObjVal,Runtime_h,ObjVal_h
91,4,50,22,12,50,False,False,0.0,3599.6686775684357,34036.0,1250.0,,
92,4,50,45,12,50,False,False,,,,,,
93,4,50,9,12,50,True,False,0.0,47.2057569026947,1.0,1250.0,,
94,4,50,22,12,50,True,False,0.0,85.86344623565674,1.0,1250.0,,
95,4,50,45,12,50,True,False,0.0,219.43826842308044,1.0,1250.0,,
96,4,80,135,1,50,False,True,0.4199963581795524,4068.3631711006165,15271.0,11044.380678358446,,
97,4,80,135,1,50,True,True,,,,,,
98,4,80,13,1,50,False,False,,,,,,
99,4,80,33,1,50,False,False,,,,,,
100,4,80,67,1,50,False,False,,,,,,
101,4,80,13,1,50,True,False,0.0,247.32128953933716,1.0,2000.0,,
102,4,80,33,1,50,True,False,0.0,1584.181287765503,1.0,2000.0,,
103,4,80,67,1,50,True,False,0.0,492.9129319190979,1.0,2000.0,,
104,4,80,135,8,50,False,True,0.3710726061290301,4070.4999964237213,1946.0,7988.563348387839,,
105,4,80,135,8,50,True,True,,,,,,
106,4,80,13,8,50,False,False,,,,,,
107,4,80,33,8,50,False,False,,,,,,
108,4,80,67,8,50,False,False,,,,,,
109,4,80,13,8,50,True,False,0.0,455.7815134525299,1.0,2000.0,,
110,4,80,33,8,50,True,False,0.0,582.5548915863037,1.0,2000.0,,
111,4,80,67,8,50,True,False,0.0,626.3334558010101,1.0,2000.0,,
112,4,80,135,20,50,False,True,0.04609791249171707,4078.2258021831512,39745.0,4878.527656633745,,
113,4,80,135,20,50,True,True,,,,,,
114,4,80,13,20,50,False,False,,,,,,
115,4,80,33,20,50,False,False,,,,,,
116,4,80,67,20,50,False,False,,,,,,
117,4,80,13,20,50,True,False,0.0,442.8127512931824,1.0,2000.0,,
118,4,80,33,20,50,True,False,0.0,741.6906626224518,1.0,2000.0,,
119,4,80,67,20,50,True,False,0.0,1057.6871356964111,1.0,2000.0,,
120,4,100,163,1,50,False,True,0.6608832005743758,4390.7631549835205,3495.0,23087.274573638108,,
121,4,100,163,1,50,True,True,,,,,,
122,4,100,16,1,50,False,False,,,,,,
123,4,100,40,1,50,False,False,,,,,,
124,4,100,81,1,50,False,False,,,,,,
125,4,100,16,1,50,True,False,0.0,2624.925138950348,1.0,2500.0,,
126,4,100,40,1,50,True,False,0.0,675.3357803821564,1.0,2500.0,,
127,4,100,81,1,50,True,False,0.0,3288.341338634491,1.0,2500.0,,
128,4,100,163,10,50,False,True,0.45706062990160845,4375.972265720367,2293.0,11285.219533497197,,
129,4,100,163,10,50,True,True,,,,,,
130,4,100,16,10,50,False,False,,,,,,
131,4,100,40,10,50,False,False,,,,,,
132,4,100,81,10,50,False,False,,,,,,
133,4,100,16,10,50,True,False,0.0,1025.3354246616364,1.0,2500.0,,
134,4,100,40,10,50,True,False,0.0,1915.1879632472992,1.0,2500.0,,
135,4,100,81,10,50,True,False,0.0,1554.8730475902557,1.0,2500.0,,
136,4,100,163,25,50,False,True,0.24763195997262724,4387.754330635071,8468.0,7736.795831471075,,
137,4,100,163,25,50,True,True,,,,,,
138,4,100,16,25,50,False,False,,,,,,
139,4,100,40,25,50,False,False,,,,,,
140,4,100,81,25,50,False,False,,,,,,
141,4,100,16,25,50,True,False,0.0,1056.2729890346527,1.0,2500.0,,
142,4,100,40,25,50,True,False,0.0,1549.0732560157776,1.0,2500.0,,
143,4,100,81,25,50,True,False,0.0,1238.0553131103516,1.0,2500.0,,
