,Instance,n_N,n_B,k,Single,wL,Lazy,A4,Init,Gap,Runtime,NodeCount,ObjVal,Runtime_h,Runtime_h2,ObjVal_h,ObjVal_h2
0,4,10,2,1,True,0,False,False,False,1.3357200618010564e-05,5.043603181838989,3439.0,333.620892447462,,,,
1,4,10,2,1,True,0,False,False,True,6.948843027642503e-05,3.673290014266968,1072.0,333.6381995659376,0.0172038078308105,0.0110971927642822,353.6557447397996,353.6557447397996
2,4,10,4,1,True,0,False,False,False,9.608057133383724e-06,25.72254204750061,14806.0,334.1395369803008,,,,
3,4,10,4,1,True,0,False,False,True,7.254368281045365e-05,9.113275051116943,3194.0,334.16198672572324,0.0235769748687744,0.0201270580291748,353.9468524720198,353.9468524720198
4,4,10,10,1,True,0,False,False,False,1.6440901904901682e-05,123.71475911140442,57444.0,365.3364962981452,,,,
5,4,10,10,1,True,0,False,False,True,9.649207524166809e-07,132.95645689964294,60291.0,365.3364577294108,0.0350739955902099,12.472346067428589,384.940498788121,590.5878244085816
6,4,10,20,1,True,0,False,True,False,7.054932785078266e-05,130.42780900001526,142054.0,374.5445816337615,,,,
7,4,10,20,1,True,0,False,True,True,8.696829129319907e-05,106.12223100662231,82940.0,374.54457955428654,0.0664570331573486,0.0879440307617187,394.70366909902685,613.1213400382153
8,4,10,2,1,True,50,False,False,False,5.8173801823362806e-05,1.5199460983276367,1.0,608.6209280057378,,,,
9,4,10,2,1,True,50,False,False,True,1.7605133718953718e-05,4.303053140640259,1437.0,608.6208836104472,0.0225610733032226,0.0110621452331542,628.6557447397997,628.6557447397996
10,4,10,4,1,True,50,False,False,False,3.408099272477409e-05,11.75274395942688,1836.0,634.1598174924869,,,,
11,4,10,4,1,True,50,False,False,True,9.297877278973172e-05,3.515091896057129,1720.0,634.1620418052196,0.0316669940948486,0.0204608440399169,653.9468524720198,653.9468524720198
12,4,10,10,1,True,50,False,False,False,3.6093195183773605e-05,33.50926780700684,5259.0,704.0738679616431,,,,
13,4,10,10,1,True,50,False,False,True,9.616031787238868e-05,40.166457176208496,12682.0,704.0755650413221,0.0322878360748291,3.532900094985962,706.0111873088189,1359.6278288723108
14,4,10,20,1,True,50,False,True,False,0.0,29.189159154891968,6559.0,917.4099111612188,,,,
15,4,10,20,1,True,50,False,True,True,0.0,35.69061779975891,3595.0,917.409937775295,0.0754570960998535,0.0909538269042968,942.640248046324,1003.686737395304
16,4,10,2,1,True,0,False,False,False,1.3357200618010564e-05,4.973062992095947,3439.0,333.620892447462,,,,
17,4,10,2,1,True,0,False,False,True,6.948843027642503e-05,3.618932008743286,1072.0,333.6381995659376,0.0153999328613281,0.0111250877380371,353.6557447397996,353.6557447397996
18,4,10,4,1,True,0,False,False,False,9.608057133383724e-06,25.27121496200561,14806.0,334.1395369803008,,,,
19,4,10,4,1,True,0,False,False,True,6.218821041783327e-05,10.109468936920166,3937.0,334.1587282779696,0.0195779800415039,0.0203001499176025,353.9468524720198,353.9468524720198
20,4,10,10,1,True,0,False,False,False,1.6440901904901682e-05,119.11571311950684,57444.0,365.3364962981452,,,,
21,4,10,10,1,True,0,False,False,True,9.649207524166809e-07,139.38155007362366,60291.0,365.3364577294108,0.0373649597167968,13.113687992095947,384.940498788121,590.5878244085816
22,4,10,20,1,True,0,False,True,False,7.054932785078266e-05,129.68854594230652,142054.0,374.5445816337615,,,,
23,4,10,20,1,True,0,False,True,True,8.696829129319907e-05,107.52726006507874,82940.0,374.54457955428654,0.0690159797668457,0.086428165435791,394.70366909902685,613.1213400382153
24,4,10,2,1,True,50,False,False,False,5.8173801823362806e-05,1.4992799758911133,1.0,608.6209280057378,,,,
25,4,10,2,1,True,50,False,False,True,1.7605133718953718e-05,4.206139087677002,1437.0,608.6208836104472,0.0160341262817382,0.0111041069030761,628.6557447397997,628.6557447397996
26,4,10,4,1,True,50,False,False,False,3.408099272477409e-05,11.613878011703491,1836.0,634.1598174924869,,,,
27,4,10,4,1,True,50,False,False,True,7.102775317530253e-05,4.9802961349487305,2007.0,634.1670042416432,0.0191650390625,0.0202159881591796,653.9468524720198,653.9468524720198
28,4,10,10,1,True,50,False,False,False,3.609383808486932e-05,33.46708083152771,5256.0,704.0738684143093,,,,
29,4,10,10,1,True,50,False,False,True,9.616031787238868e-05,40.167110204696655,12682.0,704.0755650413221,0.0349199771881103,3.6375110149383545,706.0111873088189,1359.6278288723108
30,4,10,20,1,True,50,False,True,False,0.0,29.5786030292511,6559.0,917.4099111612188,,,,
31,4,10,20,1,True,50,False,True,True,0.0,35.181082010269165,3595.0,917.409937775295,0.0815029144287109,0.0913429260253906,942.640248046324,1003.686737395304
32,4,10,2,2,True,0,False,False,False,4.123430204764424e-05,14.725804090499878,8743.0,238.68930271025235,,,,
33,4,10,2,2,True,0,False,False,True,3.861010581074525e-05,6.813191890716553,2354.0,238.68934694366,0.0913360118865966,0.0112159252166748,259.34752267661065,259.34752267661054
34,4,10,4,2,True,0,False,False,False,2.285472433545049e-06,24.17062211036682,6515.0,238.81564060812445,,,,
35,4,10,4,2,True,0,False,False,True,2.285472433545049e-06,24.61931085586548,6515.0,238.81564060812445,0.1208600997924804,9.065064907073976,260.87954779712925,875941.4835718103
36,4,10,10,2,True,0,False,False,False,9.703745445984698e-05,81.8817310333252,42240.0,246.4945883226401,,,,
37,4,10,10,2,True,0,False,False,True,2.8686696006355818e-06,99.00187397003174,53363.0,246.4951869640884,0.1248798370361328,25.90673279762268,269.21906848330326,249.42288188286284
38,4,10,20,2,True,0,False,True,False,6.35006533530803e-07,41.20278096199036,3320.0,269.26842083241377,,,,
39,4,10,20,2,True,0,False,True,True,7.349277972983711e-07,41.870617151260376,3105.0,269.2684082717216,0.4925169944763183,0.0875470638275146,305.0551137297826,417.3715871319955
40,4,10,2,2,True,50,False,False,False,2.214562004988865e-06,9.150619983673096,4155.0,492.9142102756375,,,,
41,4,10,2,2,True,50,False,False,True,1.5381134681330944e-06,3.721368789672852,450.0,492.9145846732896,0.3183798789978027,0.0110368728637695,513.8248372185262,513.8248372185262
42,4,10,4,2,True,50,False,False,False,8.085229337440453e-05,26.36064600944519,14361.0,505.8136801547311,,,,
43,4,10,4,2,True,50,False,False,True,8.085229337440453e-05,26.64493703842163,14361.0,505.8136801547311,0.2826969623565674,4.007914066314697,523.8797417997644,1750.530659711459
44,4,10,10,2,True,50,False,False,False,8.049242411854928e-05,20.15157794952393,4283.0,545.5646716343747,,,,
45,4,10,10,2,True,50,False,False,True,8.049242411854928e-05,20.221455097198486,4283.0,545.5646716343747,0.2040297985076904,10.872838973999023,570.057506082467,625213.8333294261
46,4,10,20,2,True,50,False,True,False,2.075884414154923e-07,4.373867034912109,1116.0,769.2684723143495,,,,
47,4,10,20,2,True,50,False,True,True,3.399943283027858e-08,5.628847122192383,1574.0,769.2684601907536,0.6241500377655029,0.0866589546203613,805.3667303528459,926.3828019739068
48,4,10,2,1,False,0,False,False,False,1.150758928105615e-05,3.290328025817871,966.0,333.61970546964034,,,,
49,4,10,2,1,False,0,False,False,True,1.720309784697823e-05,1.458061933517456,694.0,333.6230470929253,0.0801141262054443,0.0233819484710693,353.6557447397996,353.6557447397996
50,4,10,4,1,False,0,False,False,False,3.0297131992241333e-05,7.53074312210083,1373.0,334.1477605693281,,,,
51,4,10,4,1,False,0,False,False,True,3.244687711114831e-05,5.466017007827759,1811.0,334.1427878932208,0.1693551540374755,0.0479700565338134,353.94685247201994,353.9468524720199
52,4,10,10,1,False,0,False,False,False,5.024179726697835e-05,72.37175488471985,33530.0,365.3364636258938,,,,
53,4,10,10,1,False,0,False,False,True,6.952261936828901e-05,33.0074520111084,23444.0,365.3367476213569,0.3845200538635254,4.311208009719849,384.940498788121,368.7027129762876
54,4,10,20,1,False,0,False,True,False,1.6312106727720197e-05,17.88974404335022,754.0,374.544303517679,,,,
55,4,10,20,1,False,0,False,True,True,0.0,19.479820013046265,880.0,374.54445478389664,1.0828328132629397,0.4784128665924072,394.70366909902685,394.7036690990268
56,4,10,2,1,False,50,False,False,False,9.102048269669e-07,4.703516006469727,2049.0,608.6198691397788,,,,
57,4,10,2,1,False,50,False,False,True,3.402211378824449e-06,2.566490173339844,829.0,608.620035728448,0.0835969448089599,0.0235960483551025,628.6557447397996,628.6557447397996
58,4,10,4,1,False,50,False,False,False,1.4946216680747082e-06,3.9181079864501953,112.0,634.1393046787894,,,,
59,4,10,4,1,False,50,False,False,True,6.454254366997686e-06,1.5102179050445557,1.0,634.1416232066506,0.1442708969116211,0.0485529899597168,653.9468524720198,653.9468524720198
60,4,10,10,1,False,50,False,False,False,2.2417738322270603e-05,58.7099769115448,6113.0,704.0774818533105,,,,
61,4,10,10,1,False,50,False,False,True,4.013268617657346e-05,30.490567922592163,4091.0,704.0851771192428,0.3894979953765869,17.670069932937622,706.011187308819,917212.2396322896
62,4,10,20,1,False,50,False,True,False,2.406275313514573e-09,16.13196897506714,842.0,917.4099386998404,,,,
63,4,10,20,1,False,50,False,True,True,9.34461651392123e-06,15.80144500732422,866.0,917.40993654793,1.08017897605896,0.484022855758667,942.640248046324,942.640248046324
