,index,n_N,perc_B,k,single,wL,lazy,A4,init,Gap,Runtime,NodeCount,ObjVal,Runtime_h,Runtime_h2,ObjVal_h,ObjVal_h2
426,426,70,20.0%,25%,True,50,False,False,False,,,,,,,,
427,427,70,20.0%,25%,True,50,False,False,True,3.4795151062369003,3638.0516440868378,1.0,689.7964020088501,270.85747385025024,139.74319005012512,733.8828571485449,733.8828571485448
428,428,70,50.0%,25%,True,50,False,False,False,,,,,,,,
429,429,70,50.0%,25%,True,50,False,False,True,0.7171422347360633,3602.4228793780007,246240.33333333334,1700.6841933377661,20.23445200920105,17.044176419576008,1696.5247503435448,1713.378290373892
430,430,70,100%,25%,True,50,False,True,False,1.51110024589826,3600.5298249721527,7003.0,4300.633355339959,,,,
431,431,70,100%,25%,True,50,False,True,True,0.16857617863507002,3601.534173965454,17010.0,3187.393564962289,265.96343088150024,138.18142104148865,3234.46807233675,3234.46807233675
432,432,70,10.0%,1,False,0,False,False,False,,,,,,,,
433,433,70,10.0%,1,False,0,False,False,True,49.92932770798017,3600.215745925904,1211.0,2864.5207669656465,53.72683811187744,3.53930401802063,2762.303370500198,3326.527145458964
434,434,70,20.0%,1,False,0,False,False,False,,,,,,,,
435,435,70,20.0%,1,False,0,False,False,True,10.70067457204953,3602.000668048858,93192.0,3137.11149665278,68.70023393630981,343.9459221363068,2939.804380710872,1062035990.9109752
436,436,70,50.0%,1,False,0,False,False,False,,,,,,,,
437,437,70,50.0%,1,False,0,False,False,True,14.100770791857489,3600.393318176269,469.0,5528.434947717127,55.45309519767761,2.6913998126983643,5285.347521460483,5698.843183229359
438,438,70,100%,1,False,0,False,True,False,,,,,,,,
439,439,70,100%,1,False,0,False,True,True,3.86880854671361,3602.090116977692,52535.0,8107.642147298258,49.9686541557312,440.8384380340576,7891.475109372986,947503898.9652214
440,440,70,10.0%,1,False,50,False,False,False,,,,,,,,
441,441,70,10.0%,1,False,50,False,False,True,,,,,600.0264179706573,,951.4742828353844,
442,442,70,20.0%,1,False,50,False,False,False,,,,,,,,
443,443,70,20.0%,1,False,50,False,False,True,44.05811412314686,3600.351740837097,750.0,1554.5221749482089,600.1578171253204,213.1674208641052,1231.0527798148478,931414943.354536
444,444,70,50.0%,1,False,50,False,False,False,,,,,,,,
445,445,70,50.0%,1,False,50,False,False,True,1.1463226530388801,3601.0380280017853,150425.0,2793.389483816113,177.95400214195251,2.4395551681518555,2758.1411375009675,2794.6344807387118
446,446,70,100%,1,False,50,False,True,False,18.613140527572288,3610.617630004883,1.0,7245.27057276335,,,,
447,447,70,100%,1,False,50,False,True,True,23.60230331435958,3600.306991100312,620.0,5851.663559595023,600.0453419685364,294.4237730503082,4766.686523564727,936309343.354536
448,448,70,10.0%,10%,False,0,False,False,False,,,,,,,,
449,449,70,10.0%,10%,False,0,False,False,True,6.560332946587851,3601.099515914917,94998.0,498.4761846289247,100.0820698738098,3.479830980300904,491.1068878129261,521.9630863463253
450,450,70,20.0%,10%,False,0,False,False,False,,,,,,,,
451,451,70,20.0%,10%,False,0,False,False,True,34.54476564850041,3600.6169550418854,2702.0,1119.3845920012295,600.0626080036163,216.04574298858645,785.0985947783631,990312740.9395144
452,452,70,50.0%,10%,False,0,False,False,False,,,,,,,,
453,453,70,50.0%,10%,False,0,False,False,True,0.58106318778614,3601.0393600463867,225675.0,2262.060639045616,30.43704891204834,3.2672410011291504,2262.841169113925,2262.841169113925
454,454,70,100%,10%,False,0,False,True,False,49.97737456203449,3605.796155929565,1.0,1123.7899950137148,,,,
455,455,70,100%,10%,False,0,False,True,True,1.14675085279615,3600.251832962036,5171.0,4295.276258485732,157.54287004470825,230.68914985656733,4289.873561249013,995233715.9395144
456,456,70,10.0%,10%,False,50,False,False,False,,,,,,,,
457,457,70,10.0%,10%,False,50,False,False,True,0.8778893010693101,3600.5586931705475,1.0,2762.303370500198,112.6232409477234,51.02666115760803,2762.303370500198,2762.303370500198
458,458,70,20.0%,10%,False,50,False,False,False,,,,,,,,
459,459,70,20.0%,10%,False,50,False,False,True,35.17141087250562,3606.1763110160814,1.0,3056.116730245845,600.0,2844.972724914551,,3056.1167342392537
460,460,70,50.0%,10%,False,50,False,False,False,,,,,,,,
461,461,70,50.0%,10%,False,50,False,False,True,0.56984554966184,3600.550096035004,579.0,5269.292933111422,111.8068950176239,33.49879193305969,5285.347521460483,5270.066347004875
462,462,70,100%,10%,False,50,False,True,False,12.26652151912864,3605.851620912552,1.0,4642.426156248741,,,,
463,463,70,100%,10%,False,50,False,True,True,17.70331710778926,3755.538506031037,1.0,8196.150790540232,600.0,2358.7085869312286,,8196.150797071108
464,464,70,10.0%,25%,False,0,False,False,False,,,,,,,,
465,465,70,10.0%,25%,False,0,False,False,True,10.86082014646958,3600.541568994522,1.0,945.0377725407304,109.20966005325316,50.07251501083374,945.9788494018115,945.9788494018114
466,466,70,20.0%,25%,False,0,False,False,False,,,,,,,,
467,467,70,20.0%,25%,False,0,False,False,True,44.31973183226743,3608.3248522281647,1.0,1136.8155900244692,600.0,2013.9408659935,,1169.8051947724075
468,468,70,50.0%,25%,False,0,False,False,False,,,,,,,,
469,469,70,50.0%,25%,False,0,False,False,True,0.6845856825382299,3607.6658430099487,88930.0,2793.5457547137607,100.61103796958923,52.24217700958252,2758.1411375009675,2794.6344807387118
470,470,70,100%,25%,False,0,False,True,False,46.49747716586717,3605.7874748706818,1.0,769.0040277937833,,,,
471,471,70,100%,25%,False,0,False,True,True,12.82569613964063,3606.181735038757,1.0,4784.834125792298,600.0,1835.7229959964752,,4824.349162226153
472,472,70,10.0%,25%,False,50,False,False,False,,,,,,,,
473,473,70,10.0%,25%,False,50,False,False,True,3.12299867330611,3600.521558046341,2060.0,490.2389922518378,100.56932401657104,46.76246309280396,491.1068878129261,491.10688781292606
474,474,70,20.0%,25%,False,50,False,False,False,,,,,,,,
475,475,70,20.0%,25%,False,50,False,False,True,44.44232665997237,3606.3919818401337,1.0,766.2329850362366,600.0,1518.3029379844666,,782.9707017039364
476,476,70,50.0%,25%,False,50,False,False,False,,,,,,,,
477,477,70,50.0%,25%,False,50,False,False,True,0.1444681335519,3605.963621854782,158933.0,2253.0503054847445,102.513338804245,48.006608963012695,2262.841169113925,2262.841169113925
478,478,70,100%,25%,False,50,False,True,False,8.30152980907663,3611.711035013199,1.0,4268.177615690333,,,,
479,479,70,100%,25%,False,50,False,True,True,8.03636523563109,3622.061943054199,1.0,4270.774353408215,600.0,1552.2605640888214,,4284.623277491801
480,0,10,10.0%,1,True,0,False,False,False,0.002889938113976744,2.906096935272217,1.0,345.512224575426,,,,
481,1,10,10.0%,1,True,0,False,False,True,0.003848644693354392,6.868214845657349,878.0,465.3352460350785,0.0127220153808593,0.0141530036926269,477.56664944120297,477.56664944120286
482,2,10,20.0%,1,True,0,False,False,False,0.0014370254297144784,14.34123396873474,2954.0,349.70558151673686,,,,
483,3,10,20.0%,1,True,0,False,False,True,0.006533612652263531,6.574253797531128,494.0,511.6935874226219,0.0443429946899414,0.049077033996582,523.9524823469417,689.0249550806584
484,4,10,50.0%,1,True,0,False,False,False,0.005747804849293236,125.03702688217165,53971.0,350.1148696431076,,,,
485,5,10,50.0%,1,True,0,False,False,True,0.00012033906953906056,2.5525829792022705,1.0,715.3205451737863,0.0142951011657714,0.0143640041351318,727.5666494412029,727.5666494412028
486,6,10,100%,1,True,0,False,True,False,4.055359864067536e-06,59.380741119384766,25709.0,364.5392222982763,,,,
487,7,10,100%,1,True,0,False,True,True,0.008502809556043994,7.261147975921631,663.0,1011.6935845827784,0.041856050491333,0.0476229190826416,1023.9524823469416,1382.194742297559
488,8,10,10.0%,1,True,50,False,False,False,0.001963020481373136,2.453994035720825,1.0,620.512224575426,,,,
489,9,10,10.0%,1,True,50,False,False,True,0.003848644693354392,6.865106105804443,878.0,465.3352460350785,0.0135080814361572,0.0145709514617919,477.56664944120297,477.56664944120286
490,10,10,20.0%,1,True,50,False,False,False,0.00024191122648785734,16.864388942718506,1988.0,670.835788687681,,,,
491,11,10,20.0%,1,True,50,False,False,True,0.006533612652263531,6.413671970367432,494.0,511.6935874226219,0.0443639755249023,0.0477399826049804,523.9524823469417,689.0249550806584
492,12,10,50.0%,1,True,50,False,False,False,0.008336676463458564,30.651291847229004,5005.0,701.1414657546434,,,,
493,13,10,50.0%,1,True,50,False,False,True,0.00012033906953906056,2.466671943664551,1.0,715.3205451737863,0.0132632255554199,0.0143518447875976,727.5666494412029,727.5666494412028
494,14,10,100%,1,True,50,False,True,False,0.0,45.94776797294617,3473.0,892.0952471857189,,,,
495,15,10,100%,1,True,50,False,True,True,0.008502809556043994,7.30005407333374,663.0,1011.6935845827784,0.0397119522094726,0.048699140548706,1023.9524823469416,1382.194742297559
496,16,10,10.0%,10%,True,0,False,False,False,0.002889938113976744,2.888247013092041,1.0,345.512224575426,,,,
497,17,10,10.0%,10%,True,0,False,False,True,0.006804634730685411,7.765040874481201,823.0,257.7149704318292,0.0749080181121826,0.289531946182251,269.7177181380661,713.2961804229262
498,18,10,20.0%,10%,True,0,False,False,False,0.0014370254297144784,14.51290512084961,2954.0,349.70558151673686,,,,
499,19,10,20.0%,10%,True,0,False,False,True,0.0,20.336037158966064,2484.0,334.76305255106274,0.0784311294555664,0.9392750263214112,349.94197577193574,615.8154897176687
500,20,10,50.0%,10%,True,0,False,False,False,0.005747804849293236,125.84756207466124,53971.0,350.1148696431076,,,,
501,21,10,50.0%,10%,True,0,False,False,True,0.0036906476829355137,5.121685981750488,855.0,507.7109044125178,0.1857748031616211,0.0143609046936035,519.8305429988138,519.8305429988138
502,22,10,100%,10%,True,0,False,True,False,4.055359864067536e-06,59.23434114456177,25709.0,364.5392222982763,,,,
503,23,10,100%,10%,True,0,False,True,True,0.00020240674749513176,9.026730060577393,5201.0,836.4836501558084,0.0793499946594238,1.1158699989318848,849.9419757719357,1016.7707881433968
504,24,10,10.0%,10%,True,50,False,False,False,0.001963020481373136,2.5194249153137207,1.0,620.512224575426,,,,
505,25,10,10.0%,10%,True,50,False,False,True,0.0025281918918878257,1.5121679306030271,1.0,465.3216504523968,0.1106290817260742,0.0333459377288818,477.5666494412029,477.56664944120286
506,26,10,20.0%,10%,True,50,False,False,False,0.00024184935231813483,15.922502040863035,1988.0,670.8357882726059,,,,
507,27,10,20.0%,10%,True,50,False,False,True,0.0073410710295136435,3.3872249126434326,1.0,511.6952968287653,0.6062970161437988,0.2579648494720459,523.9524823469415,523.9524823469415
508,28,10,50.0%,10%,True,50,False,False,False,0.008336676463458564,30.67789912223816,5005.0,701.1414657546434,,,,
509,29,10,50.0%,10%,True,50,False,False,True,0.005994688095784679,1.3230478763580322,1.0,715.336713467753,0.1075911521911621,0.0331530570983886,727.5666494412029,727.5666494412028
510,30,10,100%,10%,True,50,False,True,False,0.0,47.602283000946045,3473.0,892.0952471857189,,,,
511,31,10,100%,10%,True,50,False,True,True,0.0010781075435577609,3.0284981727600098,1.0,1011.693781560258,0.6113648414611816,0.2551620006561279,1023.9524823469416,1023.9524823469416
512,32,10,10.0%,25%,True,0,False,False,False,0.0027988962129759684,7.200898885726929,3004.0,218.96545394287767,,,,
513,33,10,10.0%,25%,True,0,False,False,True,0.0025281918918878257,1.5163259506225586,1.0,465.3216504523968,0.1146991252899169,0.033445119857788,477.5666494412029,477.56664944120286
514,34,10,20.0%,25%,True,0,False,False,False,0.0007547431799163711,22.308698892593384,6764.0,218.96654628425648,,,,
515,35,10,20.0%,25%,True,0,False,False,True,0.0073410710295136435,3.4752299785614014,1.0,511.6952968287653,0.6483678817749023,0.2525699138641357,523.9524823469415,523.9524823469415
516,36,10,50.0%,25%,True,0,False,False,False,0.0044499909876505525,40.198256969451904,20634.0,231.58054567441684,,,,
517,37,10,50.0%,25%,True,0,False,False,True,0.005994688095784679,1.3704040050506592,1.0,715.336713467753,0.1151931285858154,0.0353620052337646,727.5666494412029,727.5666494412028
518,38,10,100%,25%,True,0,False,True,False,0.0,186.30019307136536,77082.0,285.4016554509028,,,,
519,39,10,100%,25%,True,0,False,True,True,0.0010781075435577609,3.014986991882324,1.0,1011.693781560258,0.6206099987030029,0.250525951385498,1023.9524823469416,1023.9524823469416
520,40,10,10.0%,25%,True,50,False,False,False,0.002730828345752999,4.501101970672607,2049.0,468.9723968930088,,,,
521,41,10,10.0%,25%,True,50,False,False,True,0.006564255752695712,4.9314680099487305,835.0,257.71334729533623,0.1062071323394775,1.4530160427093506,269.7177181380661,337.6042159708326
522,42,10,20.0%,25%,True,50,False,False,False,0.000547907953193053,15.890801191329956,4171.0,468.9670039364565,,,,
523,43,10,20.0%,25%,True,50,False,False,True,0.003712573853939798,4.572799921035767,417.0,334.763289783106,0.6207990646362305,1.3055109977722168,349.9419757719357,340.4385526053257
524,44,10,50.0%,25%,True,50,False,False,False,0.008540265694913797,36.08173584938049,15721.0,534.19852021527,,,,
525,45,10,50.0%,25%,True,50,False,False,True,0.004125359737832705,1.086772918701172,1.0,507.7053653949687,0.1067450046539306,0.0335528850555419,519.8305429988138,519.8305429988138
526,46,10,100%,25%,True,50,False,True,False,2.357612018042366e-07,38.760972023010254,8779.0,785.4017751511907,,,,
527,47,10,100%,25%,True,50,False,True,True,4.206655428659013e-05,3.089287042617798,389.0,836.4836651256846,0.6052529811859131,1.1604838371276855,849.9419757719356,839.3473817716233
528,48,10,10.0%,1,False,0,False,False,False,0.0028209688376484472,6.565107107162476,2020.0,345.505108742022,,,,
529,49,10,10.0%,1,False,0,False,False,True,0.005480156636522605,1003.5908830165864,189888.0,675.1394050019765,0.1130921840667724,67.36867213249207,692.0404249488927,761.5397815599297
530,50,10,20.0%,1,False,0,False,False,False,0.004977770807116133,13.670932054519652,10650.0,349.70600115427135,,,,
531,51,10,20.0%,1,False,0,False,False,True,0.91372211674591,3600.1292831897736,1433807.0,714.8076037800188,0.2421278953552246,8.500104188919067,737.415269351139,942.4891981776472
532,52,10,50.0%,1,False,0,False,False,False,0.009938813855018627,55.47828888893128,45157.0,350.1291726744448,,,,
533,53,10,50.0%,1,False,0,False,False,True,0.0023771483428695573,212.6799600124359,55040.0,1250.3652717463538,0.0861628055572509,205.8715250492096,1267.0404249488925,1250.3652717463538
534,54,10,100%,1,False,0,False,True,False,0.0,15.335958003997805,4574.0,364.5390855348741,,,,
535,55,10,100%,1,False,0,False,True,True,0.09269252954582,3600.145026922226,1344951.0,1871.0717174582176,0.254000186920166,3.584386110305786,1891.3978524170493,3946.592355996754
536,56,10,10.0%,1,False,50,False,False,False,0.005920602463215921,1.8280951976776123,3.0,620.512224587327,,,,
537,57,10,10.0%,1,False,50,False,False,True,0.009967534578819954,1045.490641117096,231597.0,416.3988693777878,0.524712085723877,340.4385280609131,438.39596310747214,435.6543178706667
538,58,10,20.0%,1,False,50,False,False,False,0.0012107314550319096,6.097078084945679,1163.0,670.8356485539441,,,,
539,59,10,20.0%,1,False,50,False,False,True,1.37050415595726,3600.1581490039825,1012835.0,469.2594929000528,0.8335409164428711,1.8639249801635744,494.2793581540493,2112.2314542867125
540,60,10,50.0%,1,False,50,False,False,False,0.004731323968615526,14.60925793647766,11190.0,701.1349068888294,,,,
541,61,10,50.0%,1,False,50,False,False,True,0.01703082689314,3600.045650959015,1151872.0,1012.2379443119628,0.687187910079956,13.172902822494509,1023.8247684103816,4144.152590456656
542,62,10,100%,1,False,50,False,True,False,9.927167373317183e-06,7.318611145019531,276.0,892.0952906257064,,,,
543,63,10,100%,1,False,50,False,True,True,0.00933299572814686,3450.464388847351,1350136.0,1559.3563786844804,2.590226173400879,1.843487977981568,1577.354800949518,3351.878169491244
544,64,10,10.0%,10%,False,0,False,False,False,0.0028209688376484472,6.429106950759888,2020.0,345.505108742022,,,,
545,65,10,10.0%,10%,False,0,False,False,True,3.918414716990403e-05,211.5021080970764,64356.0,195.42369938542208,1.0439879894256592,0.0733420848846435,215.02512350320583,224.0894645889452
546,66,10,20.0%,10%,False,0,False,False,False,0.004977770807116133,13.688735008239746,10650.0,349.70600115427135,,,,
547,67,10,20.0%,10%,False,0,False,False,True,0.0,226.3194432258606,59800.0,317.6670092611929,0.908552885055542,0.3352200984954834,341.30036671360403,464.5016376126695
548,68,10,50.0%,10%,False,0,False,False,False,0.008621848222107759,20.20469307899475,9180.0,350.09577693887115,,,,
549,69,10,50.0%,10%,False,0,False,False,True,0.01505238246347,3600.0391409397125,1761493.0,739.2314349436215,0.5167438983917236,161.90144300460815,755.2992405785028,739.3741371642275
550,70,10,100%,10%,False,0,False,True,False,0.0,15.201880931854248,4574.0,364.5390855348741,,,,
551,71,10,100%,10%,False,0,False,True,True,0.009580720219952226,106.46990394592284,29958.0,1330.071400914588,0.8311469554901123,0.3285450935363769,1351.4309962848256,1721.151625246221
552,72,10,10.0%,10%,False,50,False,False,False,0.005920602463215921,1.786857843399048,3.0,620.512224587327,,,,
553,73,10,10.0%,10%,False,50,False,False,True,0.00036211943728552083,38.69992113113403,4781.0,675.1388340748417,0.7343740463256836,17.24581217765808,692.0404249488925,679.205435790986
554,74,10,20.0%,10%,False,50,False,False,False,0.0012107314550319096,6.147752046585083,1163.0,670.8356485539441,,,,
555,75,10,20.0%,10%,False,50,False,False,True,0.00920648814950642,264.5101161003113,274906.0,714.8071710552581,7.32846999168396,14.505671977996826,737.415269351139,785.1890324626578
556,76,10,50.0%,10%,False,50,False,False,False,0.004731323968615526,14.454473972320557,11190.0,701.1349068888294,,,,
557,77,10,50.0%,10%,False,50,False,False,True,0.005165925684548112,289.13815808296204,65255.0,1250.3665526526793,0.7761819362640381,288.9684228897095,1267.0404249488925,1250.3665526526793
558,78,10,100%,10%,False,50,False,True,False,9.927167373317183e-06,7.488570928573608,276.0,892.0952906257064,,,,
559,79,10,100%,10%,False,50,False,True,True,0.008486165779952818,93.41566395759584,8884.0,1871.0721142788464,7.382923126220703,16.071070909500122,1891.3978524170493,1904.605950637911
560,80,10,10.0%,25%,False,0,False,False,False,0.00283472553448958,5.345375061035156,2038.0,218.96999444717025,,,,
561,81,10,10.0%,25%,False,0,False,False,True,0.00019445353540379576,301.309730052948,50693.0,416.3580159466782,0.7289841175079346,227.2450480461121,438.3959631074721,418.0980121229443
562,82,10,20.0%,25%,False,0,False,False,False,0.003000647911471025,5.913692951202393,1520.0,218.9656752024659,,,,
563,83,10,20.0%,25%,False,0,False,False,True,0.14930669918111,3600.612118005753,1491467.0,469.2595416693519,7.1409831047058105,13.55292296409607,494.2793581540493,479.43946833611744
564,84,10,50.0%,25%,False,0,False,False,False,0.004916541317815316,17.28077483177185,4488.0,231.58062627293705,,,,
565,85,10,50.0%,25%,False,0,False,False,True,0.009511220093303564,246.21799898147583,66337.0,1012.2420214101032,0.7233219146728516,215.14884090423584,1023.8247684103816,1012.2420214101032
566,86,10,100%,25%,False,0,False,True,False,0.0,66.52801489830017,10715.0,285.4017406248669,,,,
567,87,10,100%,25%,False,0,False,True,True,0.009529945695482435,135.4555230140686,15698.0,1559.3564938961886,7.1794209480285645,13.082504987716677,1577.3548009495182,1622.010103842386
568,88,10,10.0%,25%,False,50,False,False,False,0.001621530131603838,0.962205171585083,1.0,468.97174383526897,,,,
569,89,10,10.0%,25%,False,50,False,False,True,0.00039737845662407936,92.1381459236145,27725.0,195.4237809631386,0.7370660305023193,0.2382090091705322,215.02512350320583,215.02512350320583
570,90,10,20.0%,25%,False,50,False,False,False,0.008835960910995085,7.739464044570923,2060.0,469.0064761032697,,,,
571,91,10,20.0%,25%,False,50,False,False,True,0.002781444904721124,157.61461114883423,21981.0,317.66705655744886,7.018179178237915,3.2714710235595703,341.300366713604,341.3003667136039
572,92,10,50.0%,25%,False,50,False,False,False,0.003309742679808162,78.8326370716095,15432.0,534.2008551501758,,,,
573,93,10,50.0%,25%,False,50,False,False,True,0.019975318026400003,3600.060749053955,2255319.0,739.2314218533977,0.7337799072265625,77.30367112159729,755.2992405785028,759.9276966902746
574,94,10,100%,25%,False,50,False,True,False,5.007097764142864e-08,12.987757921218872,2337.0,785.4017742414849,,,,
575,95,10,100%,25%,False,50,False,True,True,0.0097085993924135,84.84478688240051,7710.0,1330.0714040523917,7.0452070236206055,3.25234603881836,1351.4309962848258,1351.4309962848256
576,96,20,10.0%,1,True,0,False,False,False,0.0037925562650753136,290.2597219944,85118.0,863.7693728192069,,,,
577,97,20,10.0%,1,True,0,False,False,True,6.34814232844278,3600.2586619853973,114018.0,1130.6334514241237,0.3368918895721435,2274.5752890110016,1140.990858816168,1130.6334514241237
578,98,20,20.0%,1,True,0,False,False,False,0.38095591660376,3600.0574169158936,363219.0,865.2111002033209,,,,
579,99,20,20.0%,1,True,0,False,False,True,6.21312321689917,3600.6205809116364,247803.0,1186.182351385482,0.7921850681304932,62.22546887397766,1215.2157679306254,108030301.62254904
580,100,20,50.0%,1,True,0,False,False,False,15.91861727841061,3600.1338839530945,476712.0,1014.0491342725396,,,,
581,101,20,50.0%,1,True,0,False,False,True,1.13846278090307,3600.1507301330566,125501.0,2097.653324540492,0.3138871192932129,1748.4115660190582,2115.1049118954497,2141.072982141339
582,102,20,100%,1,True,0,False,True,False,2.3717273331677,3600.2413420677185,525628.0,899.4503506749639,,,,
583,103,20,100%,1,True,0,False,True,True,0.0926810463761,3600.453073978424,341169.0,2921.747064952757,0.7445170879364014,1.266287088394165,2945.9605049812826,3338.121588657012
584,104,20,10.0%,1,True,50,False,False,False,0.000247441564757789,20.782674074172974,2137.0,1388.7705631788313,,,,
585,105,20,10.0%,1,True,50,False,False,True,55.09273040971782,3600.272646903992,109170.0,1151.3381521470178,4.4992969036102295,84.19982600212097,617.5140160803035,2113.439572288096
586,106,20,20.0%,1,True,50,False,False,False,2.22699430432005,3600.156714200973,562482.0,1493.3368899983643,,,,
587,107,20,20.0%,1,True,50,False,False,True,3.55634951427686,3600.607117176056,131212.0,653.837064199188,24.507596015930176,42.26898121833801,678.5906848929021,225939961.88341653
588,108,20,50.0%,1,True,50,False,False,False,27.85739692033446,3600.209455966949,388944.0,2168.089376732029,,,,
589,109,20,50.0%,1,True,50,False,False,True,0.006649558428533938,1993.0731189250944,91775.0,1437.776942312186,3.997811079025269,1799.5498840808868,1466.0850987435676,1437.776942312186
590,110,20,100%,1,True,50,False,True,False,0.50761851152641,3600.372898101806,601685.0,1917.029704455161,,,,
591,111,20,100%,1,True,50,False,True,True,1.14504436032003,3600.489445924759,57676.0,2184.8671075363823,24.01922392845153,1.290091037750244,2219.518053696623,2734.308663187939
592,112,20,10.0%,10%,True,0,False,False,False,5.679291535615909e-05,804.7248201370239,210499.0,519.3446377981111,,,,
593,113,20,10.0%,10%,True,0,False,False,True,4.71203324430282,3600.220376014709,182199.0,319.00809283165194,4.411298990249634,0.3502471446990967,333.04594520825424,333.0459452082541
594,114,20,20.0%,10%,True,0,False,False,False,5.219489003382212e-05,975.4080090522766,179175.0,524.3232524636951,,,,
595,115,20,20.0%,10%,True,0,False,False,True,0.60126153560415,3600.4483959674835,530288.0,441.5894673082884,56.264021158218384,1.365084886550903,475.87509674342215,588.5687633270054
596,116,20,50.0%,10%,True,0,False,False,False,42.547705112676084,3600.19339799881,342903.0,857.0488326818543,,,,
597,117,20,50.0%,10%,True,0,False,False,True,0.0012448012901961527,1966.48952293396,212208.0,1101.5032807754378,2.94820499420166,1693.746339082718,1125.5421967565203,1101.7816670144005
598,118,20,100%,10%,True,0,False,True,False,4.10294448576652,3600.204957008362,625689.0,559.3632822295629,,,,
599,119,20,100%,10%,True,0,False,True,True,0.08185840775765,3600.4707090854645,511795.0,1941.589599463271,48.81833481788635,1.321038007736206,1975.8750967434223,2255.659985822445
600,120,20,10.0%,10%,True,50,False,False,False,0.003945148679496194,125.54659581184389,47463.0,1096.2087217114329,,,,
601,121,20,10.0%,10%,True,50,False,False,True,5.50118923455796,3600.486524105072,82121.0,1133.0232381235328,5.496912002563477,404.3925259113312,1140.990858816168,1774.683664338772
602,122,20,20.0%,10%,True,50,False,False,False,2.211288516989112e-05,596.9170172214508,140318.0,1139.510106893992,,,,
603,123,20,20.0%,10%,True,50,False,False,True,5.78034398464468,3601.890774011612,3560.0,1186.209781908296,42.6153130531311,106.61039900779724,1215.2157679306254,1202.1144592293815
604,124,20,50.0%,10%,True,50,False,False,False,1.3578970950807001,3600.1843209266663,443891.0,1201.1975145741408,,,,
605,125,20,50.0%,10%,True,50,False,False,True,0.03300847352656,3600.4976620674133,125969.0,2089.9556776984923,5.738703966140747,2061.5606441497803,2115.104911895449,2164.746557529021
606,126,20,100%,10%,True,50,False,True,False,1.24435283038106,3600.221339941025,557661.0,1589.6176554805495,,,,
607,127,20,100%,10%,True,50,False,True,True,0.02176279433786,3602.9575488567352,1848901.0,2921.74687303919,41.43515300750733,20.063747882843018,2945.9605049812826,2945.9605049812826
608,128,20,10.0%,25%,True,0,False,False,False,0.005026298510385482,214.2378430366516,54904.0,253.0197132810373,,,,
609,129,20,10.0%,25%,True,0,False,False,True,1.64584896522266,3600.468015909195,68198.0,591.2960578673901,5.28836989402771,25.39640712738037,617.5140160803035,712.5247012421553
610,130,20,20.0%,25%,True,0,False,False,False,0.0018068241731468528,608.6499309539795,164713.0,255.87226104044788,,,,
611,131,20,20.0%,25%,True,0,False,False,True,2.97995329446986,3601.030995130539,4627.0,653.083363038794,42.99567794799805,117.08589291572572,678.590684892902,666.0788577628914
612,132,20,50.0%,25%,True,0,False,False,False,54.50960622568461,3600.121817111969,299386.0,541.0716007566318,,,,
613,133,20,50.0%,25%,True,0,False,False,True,53.56601749448888,3600.532109975815,83724.0,3091.345482776793,5.231856107711792,790.8463609218597,1466.0850987435674,10535947.737114808
614,134,20,100%,25%,True,0,False,True,False,0.31128594034518997,3600.314615011215,424110.0,367.2247157031144,,,,
615,135,20,100%,25%,True,0,False,True,True,0.26072545556646,3602.946386814117,702024.0,2184.8669677855605,40.40086913108826,19.47125005722046,2219.518053696624,2219.518053696624
616,136,20,10.0%,25%,True,50,False,False,False,0.00030606281706399156,248.0955948829651,125006.0,775.6941329961849,,,,
617,137,20,10.0%,25%,True,50,False,False,True,0.03747384500805,3600.437091112137,344439.0,308.90818689763864,5.627290964126587,2.244422197341919,333.0459452082541,333.0459452082542
618,138,20,20.0%,25%,True,50,False,False,False,1.4258666969910182e-05,304.09530091285706,99075.0,793.7587415849466,,,,
619,139,20,20.0%,25%,True,50,False,False,True,0.057404942426439995,3602.9616849422455,977033.0,441.5894955292567,40.926417112350464,19.38589906692505,475.87509674342215,475.8750967434221
620,140,20,50.0%,25%,True,50,False,False,False,2.894663158931467e-05,819.6307229995728,151984.0,802.8191964557849,,,,
621,141,20,50.0%,25%,True,50,False,False,True,0.0019153855093668728,2388.4992249012,90498.0,1101.5072235533926,5.240108966827393,2351.510581970215,1125.5421967565203,1101.5072235533926
622,142,20,100%,25%,True,50,False,True,False,0.007920752777870379,1967.3699598312376,238686.0,1377.812529108915,,,,
623,143,20,100%,25%,True,50,False,True,True,0.03136898868543,3603.0263068676,560840.0,1941.5895067297868,40.271106004714966,20.05954885482788,1975.875096743422,1975.8750967434216
624,144,20,10.0%,1,False,0,False,False,False,0.004755053825932582,84.64749693870544,15391.0,863.7710893800695,,,,
625,145,20,10.0%,1,False,0,False,False,True,76.1664598753247,3600.180974960327,2281.0,5458.809223528508,13.31184720993042,2826.2214670181274,1975.2515710908488,5660.366825607646
626,146,20,20.0%,1,False,0,False,False,False,1.952979296617639e-05,605.7314851284027,90415.0,865.1434749840537,,,,
627,147,20,20.0%,1,False,0,False,False,True,0.25207008902202,3600.173087835312,18486.0,2016.217428594549,3.3096039295196533,3.957376956939697,2038.6390149119063,2159.5491353645875
628,148,20,50.0%,1,False,0,False,False,False,0.61388790345455,3600.361035823822,233092.0,875.1195877209014,,,,
