,Instance,n_N,n_B,k,wL,Lazy,A4,Init,Gap,Runtime,NodeCount,ObjVal,Runtime_h,Runtime_h2,ObjVal_h,ObjVal_h2
5,0,10,2,1,50,False,False,True,3.0493023711001184e-05,2.101146936416626,38.0,589.6451309958368,0.014770030975341797,0.37101197242736816,926.9166590975308,1954.8785396376916
6,0,10,5,1,50,False,False,True,7.357422310706553e-05,35.793087005615234,5909.0,646.0201831981394,0.011428117752075195,27.248212099075317,979.6525143799352,649.8416304856873
7,0,10,10,1,50,False,False,True,0.0012859929380629976,3600.039398908615,755503.0,735.5519141114228,0.019744873046875,120.31597995758057,926.6585665765948,775.8269913783214
8,0,10,21,1,50,False,True,False,0.0,25.381371021270752,1677.0,891.5880896802391,,,,
9,0,10,21,1,50,False,True,True,0.0,10.83066987991333,790.0,891.5880885197213,0.02882695198059082,1.7630488872528076,968.9214253609305,1063.3316121875364
10,0,10,2,1,50,False,False,False,1.5078730712599578e-06,11.005347967147827,3346.0,613.8478897006003,,,,
11,0,10,5,1,50,False,False,False,5.333982281982894e-05,67.3491268157959,15286.0,676.3251190742062,,,,
12,0,10,10,1,50,False,False,False,2.876467934793284e-05,137.22934293746948,23224.0,751.6401534519027,,,,
13,0,10,2,1,50,False,False,True,3.0493023711001184e-05,2.070305109024048,38.0,589.6451309958368,0.0077588558197021484,0.35763001441955566,926.9166590975308,1954.8785396376916
14,0,10,5,1,50,False,False,True,2.2182831792241597e-06,24.424968957901,5584.0,597.4935835894357,0.011311054229736328,24.406733989715576,1017.2481327637468,597.4935835894356
15,0,10,10,1,50,False,False,True,7.998814995751329e-05,116.03176188468933,10969.0,692.0600075267799,0.028679847717285156,90.62377691268921,926.8813159451602,701.9555587547725
16,0,10,21,2,50,False,True,False,7.176903844511506e-08,83.69947600364685,1527.0,781.5325833281972,,,,
17,0,10,21,2,50,False,True,True,2.4677712063803686e-07,65.53357911109924,1036.0,781.5325646734348,0.28455090522766113,1.1983799934387207,836.2541928750143,832.9790033991251
18,0,10,2,2,50,False,False,False,1.4938950823840057e-06,6.603266954421997,2057.0,443.77174661994405,,,,
19,0,10,5,2,50,False,False,False,2.288597840465404e-07,50.14840507507324,7320.0,475.81359634482374,,,,
