,Instance,n_N,n_B,k,Single,wL,Lazy,A4,Init,Gap,Runtime,NodeCount,ObjVal,Runtime_h,Runtime_h2,ObjVal_h,ObjVal_h2
0,1,10,2,1,True,0,False,False,False,2.8899381139767437e-05,2.906096935272217,1.0,345.512224575426,,,,
1,1,10,2,1,True,0,False,False,True,2.9599189731405163e-05,1.9785010814666748,1188.0,345.50572547530385,0.0181460380554199,0.0117311477661132,362.9572721355091,362.957272135509
2,1,10,4,1,True,0,False,False,False,1.4370254297144783e-05,14.34123396873474,2954.0,349.70558151673686,,,,
3,1,10,4,1,True,0,False,False,True,1.4370254297144783e-05,14.421463966369627,2954.0,349.70558151673686,0.0199849605560302,0.4267120361328125,367.5792340475473,835.0809323222408
4,1,10,10,1,True,0,False,False,False,5.747804849293236e-05,125.03702688217165,53971.0,350.1148696431076,,,,
5,1,10,10,1,True,0,False,False,True,3.990925042791911e-06,161.21242594718933,60999.0,350.09628205831393,0.0456900596618652,6.328406810760498,367.87048499832827,80725.0047463009
6,1,10,21,1,True,0,False,True,False,4.0553598640675364e-08,59.380741119384766,25709.0,364.5392222982763,,,,
7,1,10,21,1,True,0,False,True,True,1.509948921839059e-09,69.52067613601685,43577.0,364.5392004430713,0.0637850761413574,0.6251959800720215,384.1198865716465,1231.5762385856572
8,1,10,2,1,True,50,False,False,False,1.9630204813731357e-05,2.453994035720825,1.0,620.512224575426,,,,
9,1,10,2,1,True,50,False,False,True,3.5332182216409594e-06,1.2955060005187988,37.0,620.5057810299468,0.0250709056854248,0.0115590095520019,637.9572721355091,637.957272135509
10,1,10,4,1,True,50,False,False,False,2.4191122648785734e-06,16.864388942718506,1988.0,670.835788687681,,,,
11,1,10,4,1,True,50,False,False,True,3.603527165318459e-06,10.550838947296144,6277.0,670.8359999684722,0.0175049304962158,0.3617799282073974,692.5792340475473,1086.6687966877244
12,1,10,10,1,True,50,False,False,False,8.336676463458564e-05,30.651291847229004,5005.0,701.1414657546434,,,,
13,1,10,10,1,True,50,False,False,True,8.336676463458564e-05,30.785481929779053,5005.0,701.1414657546434,0.0289230346679687,13.280000925064089,717.8704849983283,914.4808776904864
14,1,10,21,1,True,50,False,True,False,0.0,45.94776797294617,3473.0,892.0952471857189,,,,
15,1,10,21,1,True,50,False,True,True,3.00021631094496e-08,28.371465921401978,1380.0,892.0952578519459,0.057481050491333,0.6392219066619873,909.1198865716466,1956.130804899642
16,1,10,2,1,True,0,False,False,False,2.8899381139767437e-05,2.888247013092041,1.0,345.512224575426,,,,
17,1,10,2,1,True,0,False,False,True,2.9599189731405163e-05,1.9809119701385496,1188.0,345.50572547530385,0.0174500942230224,0.0116999149322509,362.9572721355091,362.957272135509
18,1,10,4,1,True,0,False,False,False,1.4370254297144783e-05,14.51290512084961,2954.0,349.70558151673686,,,,
19,1,10,4,1,True,0,False,False,True,1.4370254297144783e-05,14.357600927352903,2954.0,349.70558151673686,0.0199811458587646,0.427217960357666,367.5792340475473,835.0809323222408
20,1,10,10,1,True,0,False,False,False,5.747804849293236e-05,125.84756207466124,53971.0,350.1148696431076,,,,
21,1,10,10,1,True,0,False,False,True,3.990925042791911e-06,162.5539047718048,60999.0,350.09628205831393,0.0401229858398437,6.296711921691895,367.87048499832827,80725.0047463009
22,1,10,21,1,True,0,False,True,False,4.0553598640675364e-08,59.23434114456177,25709.0,364.5392222982763,,,,
23,1,10,21,1,True,0,False,True,True,1.509948921839059e-09,68.92524409294128,43577.0,364.5392004430713,0.0692770481109619,0.6305341720581055,384.1198865716465,1231.5762385856572
24,1,10,2,1,True,50,False,False,False,1.9630204813731357e-05,2.5194249153137207,1.0,620.512224575426,,,,
25,1,10,2,1,True,50,False,False,True,3.5332182216409594e-06,1.2904760837554932,37.0,620.5057810299468,0.0117409229278564,0.0116639137268066,637.9572721355091,637.957272135509
26,1,10,4,1,True,50,False,False,False,2.418493523181348e-06,15.922502040863035,1988.0,670.8357882726059,,,,
27,1,10,4,1,True,50,False,False,True,3.603527165318459e-06,10.61948299407959,6277.0,670.8359999684722,0.014434814453125,0.3582260608673095,692.5792340475473,1086.6687966877244
28,1,10,10,1,True,50,False,False,False,8.336676463458564e-05,30.67789912223816,5005.0,701.1414657546434,,,,
